LOCATION,INDICATOR,SUBJECT,MEASURE,TIME,Value
FRA,GGEXP,TOT,PC_GDP,2009,57.151901806527704
FRA,GGEXP,TOT,PC_GDP,2010,56.8818351627258
FRA,GGEXP,TOT,PC_GDP,2011,56.2907330998475
FRA,GGEXP,TOT,PC_GDP,2012,57.1072728700251
FRA,GGEXP,TOT,PC_GDP,2013,57.22786203782471
FRA,GGEXP,TOT,PC_GDP,2014,57.213648933720705
FRA,GGEXP,TOT,PC_GDP,2015,56.7975720877425
FRA,GGEXP,TOT,PC_GDP,2016,56.5901521353512
FRA,GGEXP,TOT,PC_GDP,2017,56.379846653447
FRA,GGEXP,TOT,PC_GDP,2018,56.037508127610906
DEU,GGEXP,TOT,PC_GDP,2001,47.416250103565396
DEU,GGEXP,TOT,PC_GDP,2002,47.8715447746256
DEU,GGEXP,TOT,PC_GDP,2003,48.30419114023071
DEU,GGEXP,TOT,PC_GDP,2004,46.7914979757085
DEU,GGEXP,TOT,PC_GDP,2005,46.820797881405895
DEU,GGEXP,TOT,PC_GDP,2006,45.235296090697204
DEU,GGEXP,TOT,PC_GDP,2007,43.397731591686494
DEU,GGEXP,TOT,PC_GDP,2008,44.199505986671895
DEU,GGEXP,TOT,PC_GDP,2009,48.20033282496429
DEU,GGEXP,TOT,PC_GDP,2010,48.1416315707378
DEU,GGEXP,TOT,PC_GDP,2011,45.2384205289654
DEU,GGEXP,TOT,PC_GDP,2012,44.917987403972596
DEU,GGEXP,TOT,PC_GDP,2013,44.94438614900311
DEU,GGEXP,TOT,PC_GDP,2014,44.3030234710992
DEU,GGEXP,TOT,PC_GDP,2015,44.04248086677871
DEU,GGEXP,TOT,PC_GDP,2016,44.30241536645289
DEU,GGEXP,TOT,PC_GDP,2017,44.4198287205816
DEU,GGEXP,TOT,PC_GDP,2018,44.56737741338429
GRC,GGEXP,TOT,PC_GDP,2001,45.9860932174109
GRC,GGEXP,TOT,PC_GDP,2002,45.79692278938089
GRC,GGEXP,TOT,PC_GDP,2003,46.5918300277855
GRC,GGEXP,TOT,PC_GDP,2004,47.6145925039729
GRC,GGEXP,TOT,PC_GDP,2005,45.561607453273
GRC,GGEXP,TOT,PC_GDP,2006,45.1167228885365
GRC,GGEXP,TOT,PC_GDP,2007,47.0694220897065
GRC,GGEXP,TOT,PC_GDP,2008,50.845407558244894
GRC,GGEXP,TOT,PC_GDP,2009,54.084426591798604
GRC,GGEXP,TOT,PC_GDP,2010,52.5103924554152
GRC,GGEXP,TOT,PC_GDP,2011,54.129645716415396
GRC,GGEXP,TOT,PC_GDP,2012,55.7880856892644
GRC,GGEXP,TOT,PC_GDP,2013,62.369960089379
GRC,GGEXP,TOT,PC_GDP,2014,50.2724559918241
GRC,GGEXP,TOT,PC_GDP,2015,53.5579829253118
GRC,GGEXP,TOT,PC_GDP,2016,49.0005134224615
GRC,GGEXP,TOT,PC_GDP,2017,47.438209460437896
GRC,GGEXP,TOT,PC_GDP,2018,46.9624308209176
HUN,GGEXP,TOT,PC_GDP,2001,47.2523589653672
HUN,GGEXP,TOT,PC_GDP,2002,50.99481990762921
HUN,GGEXP,TOT,PC_GDP,2003,49.1118836702213
HUN,GGEXP,TOT,PC_GDP,2004,48.7970821147921
HUN,GGEXP,TOT,PC_GDP,2005,49.41916766227529
HUN,GGEXP,TOT,PC_GDP,2006,51.419118509769895
HUN,GGEXP,TOT,PC_GDP,2007,49.9398320377409
HUN,GGEXP,TOT,PC_GDP,2008,48.803411241316006
HUN,GGEXP,TOT,PC_GDP,2009,50.678490470879005
HUN,GGEXP,TOT,PC_GDP,2010,49.200016502330996
HUN,GGEXP,TOT,PC_GDP,2011,49.35010965152679
HUN,GGEXP,TOT,PC_GDP,2012,49.3690119187061
HUN,GGEXP,TOT,PC_GDP,2013,50.163631445774705
HUN,GGEXP,TOT,PC_GDP,2014,50.214310131017704
HUN,GGEXP,TOT,PC_GDP,2015,50.6404159653627
HUN,GGEXP,TOT,PC_GDP,2016,47.2018127536105
HUN,GGEXP,TOT,PC_GDP,2017,46.9727930735865
HUN,GGEXP,TOT,PC_GDP,2018,46.6862454600784
ISL,GGEXP,TOT,PC_GDP,2012,43.8299563976715
ISL,GGEXP,TOT,PC_GDP,2013,42.3964525590474
ISL,GGEXP,TOT,PC_GDP,2014,43.8125618209871
ISL,GGEXP,TOT,PC_GDP,2015,41.3752160261421
ISL,GGEXP,TOT,PC_GDP,2016,44.5098854133971
ISL,GGEXP,TOT,PC_GDP,2017,42.9656672700601
ISL,GGEXP,TOT,PC_GDP,2018,42.3538737977418
IRL,GGEXP,TOT,PC_GDP,2001,32.5129387834801
IRL,GGEXP,TOT,PC_GDP,2002,33.2179573457227
IRL,GGEXP,TOT,PC_GDP,2003,33.015438012017
IRL,GGEXP,TOT,PC_GDP,2004,33.186147225616196
IRL,GGEXP,TOT,PC_GDP,2005,33.3720929037013
IRL,GGEXP,TOT,PC_GDP,2006,33.8760234339866
IRL,GGEXP,TOT,PC_GDP,2007,35.9405341838805
IRL,GGEXP,TOT,PC_GDP,2008,41.843577633182704
IRL,GGEXP,TOT,PC_GDP,2009,47.0466617980784
IRL,GGEXP,TOT,PC_GDP,2010,65.07993360500879
IRL,GGEXP,TOT,PC_GDP,2011,46.653008106826896
IRL,GGEXP,TOT,PC_GDP,2012,42.07889833561121
IRL,GGEXP,TOT,PC_GDP,2013,40.4133152739855
IRL,GGEXP,TOT,PC_GDP,2014,37.54550055269979
IRL,GGEXP,TOT,PC_GDP,2015,28.9183356653059
IRL,GGEXP,TOT,PC_GDP,2016,27.738801698825398
IRL,GGEXP,TOT,PC_GDP,2017,26.076509130606
IRL,GGEXP,TOT,PC_GDP,2018,25.357696339964104
ITA,GGEXP,TOT,PC_GDP,2001,47.339512235219495
ITA,GGEXP,TOT,PC_GDP,2002,46.6997847597968
ITA,GGEXP,TOT,PC_GDP,2003,47.17446102124829
ITA,GGEXP,TOT,PC_GDP,2004,46.87964558750521
ITA,GGEXP,TOT,PC_GDP,2005,47.2417865324956
ITA,GGEXP,TOT,PC_GDP,2006,47.793605252521
ITA,GGEXP,TOT,PC_GDP,2007,46.7836499942595
ITA,GGEXP,TOT,PC_GDP,2008,47.833625633617494
ITA,GGEXP,TOT,PC_GDP,2009,51.1109199211111
ITA,GGEXP,TOT,PC_GDP,2010,49.927777888800705
ITA,GGEXP,TOT,PC_GDP,2011,49.174413821622295
ITA,GGEXP,TOT,PC_GDP,2012,50.590057479299404
ITA,GGEXP,TOT,PC_GDP,2013,50.951501325715896
ITA,GGEXP,TOT,PC_GDP,2014,50.8554843365415
ITA,GGEXP,TOT,PC_GDP,2015,50.3171223091119
ITA,GGEXP,TOT,PC_GDP,2016,48.989000268194104
ITA,GGEXP,TOT,PC_GDP,2017,48.6616091003026
ITA,GGEXP,TOT,PC_GDP,2018,48.38735064984179
JPN,GGEXP,TOT,PC_GDP,2005,35.5129844955324
JPN,GGEXP,TOT,PC_GDP,2006,35.033329240052296
JPN,GGEXP,TOT,PC_GDP,2007,35.0826480632822
JPN,GGEXP,TOT,PC_GDP,2008,36.704405110120604
JPN,GGEXP,TOT,PC_GDP,2009,40.7242273253783
JPN,GGEXP,TOT,PC_GDP,2010,39.6088048879003
JPN,GGEXP,TOT,PC_GDP,2011,40.907106816426705
JPN,GGEXP,TOT,PC_GDP,2012,40.6914173589151
JPN,GGEXP,TOT,PC_GDP,2013,40.830119743485206
JPN,GGEXP,TOT,PC_GDP,2014,40.2869369264181
JPN,GGEXP,TOT,PC_GDP,2015,39.440672077344
JPN,GGEXP,TOT,PC_GDP,2016,39.228442020461
JPN,GGEXP,TOT,PC_GDP,2017,38.7836065898097
JPN,GGEXP,TOT,PC_GDP,2018,38.9471885335266
KOR,GGEXP,TOT,PC_GDP,2007,28.0381902541728
KOR,GGEXP,TOT,PC_GDP,2008,29.810681098390102
KOR,GGEXP,TOT,PC_GDP,2009,32.2800549584157
KOR,GGEXP,TOT,PC_GDP,2010,29.599711540322698
KOR,GGEXP,TOT,PC_GDP,2011,30.384383109617897
KOR,GGEXP,TOT,PC_GDP,2012,30.8025337484309
KOR,GGEXP,TOT,PC_GDP,2013,30.1303135068044
KOR,GGEXP,TOT,PC_GDP,2014,30.4210447449017
KOR,GGEXP,TOT,PC_GDP,2015,30.3981996512226
KOR,GGEXP,TOT,PC_GDP,2016,30.2959892223002
KOR,GGEXP,TOT,PC_GDP,2017,30.2707183544659
LUX,GGEXP,TOT,PC_GDP,2001,38.2295033032239
LUX,GGEXP,TOT,PC_GDP,2002,41.359233027230296
LUX,GGEXP,TOT,PC_GDP,2003,43.5008834269711
LUX,GGEXP,TOT,PC_GDP,2004,43.824698342891395
LUX,GGEXP,TOT,PC_GDP,2005,43.5787105608064
LUX,GGEXP,TOT,PC_GDP,2006,39.6601500009835
LUX,GGEXP,TOT,PC_GDP,2007,37.8056934542203
LUX,GGEXP,TOT,PC_GDP,2008,39.6956813053179
LUX,GGEXP,TOT,PC_GDP,2009,45.143462268228205
LUX,GGEXP,TOT,PC_GDP,2010,44.125822481323794
LUX,GGEXP,TOT,PC_GDP,2011,42.3660372426082
LUX,GGEXP,TOT,PC_GDP,2012,44.06986337874
LUX,GGEXP,TOT,PC_GDP,2013,43.321936809724704
LUX,GGEXP,TOT,PC_GDP,2014,41.9658350451081
LUX,GGEXP,TOT,PC_GDP,2015,41.5688737606838
LUX,GGEXP,TOT,PC_GDP,2016,40.741493196859395
LUX,GGEXP,TOT,PC_GDP,2017,41.9339802149149
NLD,GGEXP,TOT,PC_GDP,2001,42.8825788939593
NLD,GGEXP,TOT,PC_GDP,2002,43.5808970401307
NLD,GGEXP,TOT,PC_GDP,2003,44.539498059710205
NLD,GGEXP,TOT,PC_GDP,2004,43.471204603938105
NLD,GGEXP,TOT,PC_GDP,2005,42.243452783985
NLD,GGEXP,TOT,PC_GDP,2006,42.9671916324806
NLD,GGEXP,TOT,PC_GDP,2007,42.3376455577628
NLD,GGEXP,TOT,PC_GDP,2008,43.1081369225492
NLD,GGEXP,TOT,PC_GDP,2009,47.5833890807596
NLD,GGEXP,TOT,PC_GDP,2010,47.863614247473706
NLD,GGEXP,TOT,PC_GDP,2011,46.7926176158091
NLD,GGEXP,TOT,PC_GDP,2012,46.752051408496
NLD,GGEXP,TOT,PC_GDP,2013,46.5217582211267
NLD,GGEXP,TOT,PC_GDP,2014,45.7415569718268
NLD,GGEXP,TOT,PC_GDP,2015,44.6119465281562
NLD,GGEXP,TOT,PC_GDP,2016,43.580244996378795
NLD,GGEXP,TOT,PC_GDP,2017,42.4486483703766
NLD,GGEXP,TOT,PC_GDP,2018,42.052661429204505
NOR,GGEXP,TOT,PC_GDP,2001,44.18496125438371
NOR,GGEXP,TOT,PC_GDP,2002,47.1783301495299
NOR,GGEXP,TOT,PC_GDP,2003,48.31531680535979
NOR,GGEXP,TOT,PC_GDP,2004,45.4346558086841
NOR,GGEXP,TOT,PC_GDP,2005,42.4873629827733
NOR,GGEXP,TOT,PC_GDP,2006,41.193114522877394
NOR,GGEXP,TOT,PC_GDP,2007,41.73986340580029
NOR,GGEXP,TOT,PC_GDP,2008,40.575008917989
NOR,GGEXP,TOT,PC_GDP,2009,46.500054972635205
NOR,GGEXP,TOT,PC_GDP,2010,45.3903736051884
NOR,GGEXP,TOT,PC_GDP,2011,44.183138580354395
NOR,GGEXP,TOT,PC_GDP,2012,43.310898961658204
NOR,GGEXP,TOT,PC_GDP,2013,44.4078321867763
NOR,GGEXP,TOT,PC_GDP,2014,46.2508445262916
NOR,GGEXP,TOT,PC_GDP,2015,49.2803345881675
NOR,GGEXP,TOT,PC_GDP,2016,51.533819559298
NOR,GGEXP,TOT,PC_GDP,2017,50.477364991372795
NOR,GGEXP,TOT,PC_GDP,2018,49.159609840095605
POL,GGEXP,TOT,PC_GDP,2001,45.04727080646279
POL,GGEXP,TOT,PC_GDP,2002,45.40153315125
POL,GGEXP,TOT,PC_GDP,2003,45.7918503895121
POL,GGEXP,TOT,PC_GDP,2004,43.590029387114704
POL,GGEXP,TOT,PC_GDP,2005,44.232394344867004
POL,GGEXP,TOT,PC_GDP,2006,44.4277748956595
POL,GGEXP,TOT,PC_GDP,2007,42.890655852691005
POL,GGEXP,TOT,PC_GDP,2008,44.0164284331327
POL,GGEXP,TOT,PC_GDP,2009,44.8298755065767
POL,GGEXP,TOT,PC_GDP,2010,45.807508209379705
POL,GGEXP,TOT,PC_GDP,2011,43.87972101525121
POL,GGEXP,TOT,PC_GDP,2012,42.859413596821
POL,GGEXP,TOT,PC_GDP,2013,42.59473291910471
POL,GGEXP,TOT,PC_GDP,2014,42.3944943996559
POL,GGEXP,TOT,PC_GDP,2015,41.6772513488457
POL,GGEXP,TOT,PC_GDP,2016,41.108229974188
POL,GGEXP,TOT,PC_GDP,2017,41.221644144246
POL,GGEXP,TOT,PC_GDP,2018,41.644265762498996
PRT,GGEXP,TOT,PC_GDP,2001,44.1303008862257
PRT,GGEXP,TOT,PC_GDP,2002,43.7341112696153
PRT,GGEXP,TOT,PC_GDP,2003,45.3674551727869
PRT,GGEXP,TOT,PC_GDP,2004,46.2325223436848
PRT,GGEXP,TOT,PC_GDP,2005,46.763585943006106
PRT,GGEXP,TOT,PC_GDP,2006,45.2457643434171
PRT,GGEXP,TOT,PC_GDP,2007,44.5129679245275
PRT,GGEXP,TOT,PC_GDP,2008,45.3407085845306
PRT,GGEXP,TOT,PC_GDP,2009,50.222984519974005
PRT,GGEXP,TOT,PC_GDP,2010,51.8986446798942
PRT,GGEXP,TOT,PC_GDP,2011,50.0228082755985
PRT,GGEXP,TOT,PC_GDP,2012,48.8888510190069
PRT,GGEXP,TOT,PC_GDP,2013,49.921471805856505
PRT,GGEXP,TOT,PC_GDP,2014,51.735180846272705
PRT,GGEXP,TOT,PC_GDP,2015,48.2476578134159
PRT,GGEXP,TOT,PC_GDP,2016,44.7931978439294
PRT,GGEXP,TOT,PC_GDP,2017,45.371521237786396
PRT,GGEXP,TOT,PC_GDP,2018,43.3695468959772
SVK,GGEXP,TOT,PC_GDP,2001,45.30662238042729
SVK,GGEXP,TOT,PC_GDP,2002,45.44705929626701
SVK,GGEXP,TOT,PC_GDP,2003,40.3793459602621
SVK,GGEXP,TOT,PC_GDP,2004,37.9220406276485
SVK,GGEXP,TOT,PC_GDP,2005,39.7260299478284
SVK,GGEXP,TOT,PC_GDP,2006,38.8207537336041
SVK,GGEXP,TOT,PC_GDP,2007,36.380653135698104
SVK,GGEXP,TOT,PC_GDP,2008,36.9943467709407
SVK,GGEXP,TOT,PC_GDP,2009,44.4075661513873
SVK,GGEXP,TOT,PC_GDP,2010,42.2025247718692
SVK,GGEXP,TOT,PC_GDP,2011,41.442454598394605
SVK,GGEXP,TOT,PC_GDP,2012,40.9655338830906
SVK,GGEXP,TOT,PC_GDP,2013,42.2851933858513
SVK,GGEXP,TOT,PC_GDP,2014,43.2871017800915
SVK,GGEXP,TOT,PC_GDP,2015,45.753754366416395
SVK,GGEXP,TOT,PC_GDP,2016,42.687440724844706
SVK,GGEXP,TOT,PC_GDP,2017,41.5099896168824
SVK,GGEXP,TOT,PC_GDP,2018,41.8194695886059
ESP,GGEXP,TOT,PC_GDP,2001,38.41322238595821
ESP,GGEXP,TOT,PC_GDP,2002,38.6373460413687
ESP,GGEXP,TOT,PC_GDP,2003,38.375177310268704
ESP,GGEXP,TOT,PC_GDP,2004,38.8319329979975
ESP,GGEXP,TOT,PC_GDP,2005,38.4810811801712
ESP,GGEXP,TOT,PC_GDP,2006,38.4357600891791
ESP,GGEXP,TOT,PC_GDP,2007,39.255108368920105
ESP,GGEXP,TOT,PC_GDP,2008,41.4426325841046
ESP,GGEXP,TOT,PC_GDP,2009,46.23065247825029
ESP,GGEXP,TOT,PC_GDP,2010,46.034385839962205
ESP,GGEXP,TOT,PC_GDP,2011,46.154641588398896
ESP,GGEXP,TOT,PC_GDP,2012,48.655657701151895
ESP,GGEXP,TOT,PC_GDP,2013,45.832304272659904
ESP,GGEXP,TOT,PC_GDP,2014,45.1142170094113
ESP,GGEXP,TOT,PC_GDP,2015,43.8907191046688
ESP,GGEXP,TOT,PC_GDP,2016,42.441733103497796
ESP,GGEXP,TOT,PC_GDP,2017,41.197871032931204
ESP,GGEXP,TOT,PC_GDP,2018,41.715182171248706
SWE,GGEXP,TOT,PC_GDP,2001,52.8162380614009
SWE,GGEXP,TOT,PC_GDP,2002,53.93538803100161
SWE,GGEXP,TOT,PC_GDP,2003,54.1385976325987
SWE,GGEXP,TOT,PC_GDP,2004,52.6518482902297
SWE,GGEXP,TOT,PC_GDP,2005,52.5966479426531
SWE,GGEXP,TOT,PC_GDP,2006,51.304420745719604
SWE,GGEXP,TOT,PC_GDP,2007,49.6186150193247
SWE,GGEXP,TOT,PC_GDP,2008,50.2478406119495
SWE,GGEXP,TOT,PC_GDP,2009,52.4199938923999
SWE,GGEXP,TOT,PC_GDP,2010,50.4339242703201
SWE,GGEXP,TOT,PC_GDP,2011,49.784466185444
SWE,GGEXP,TOT,PC_GDP,2012,51.02256131818051
SWE,GGEXP,TOT,PC_GDP,2013,51.7788711750134
SWE,GGEXP,TOT,PC_GDP,2014,50.8528583263459
SWE,GGEXP,TOT,PC_GDP,2015,49.4844773555375
SWE,GGEXP,TOT,PC_GDP,2016,49.7272181093388
SWE,GGEXP,TOT,PC_GDP,2017,49.27185316917421
SWE,GGEXP,TOT,PC_GDP,2018,49.804718248743
CHE,GGEXP,TOT,PC_GDP,2001,33.1734016334852
CHE,GGEXP,TOT,PC_GDP,2002,35.678547391482
CHE,GGEXP,TOT,PC_GDP,2003,34.8173300478585
CHE,GGEXP,TOT,PC_GDP,2004,34.5094750695285
CHE,GGEXP,TOT,PC_GDP,2005,33.788344571705196
CHE,GGEXP,TOT,PC_GDP,2006,31.945513027562104
CHE,GGEXP,TOT,PC_GDP,2007,30.7251011864398
CHE,GGEXP,TOT,PC_GDP,2008,31.2827187346304
CHE,GGEXP,TOT,PC_GDP,2009,33.2045127859922
CHE,GGEXP,TOT,PC_GDP,2010,32.9825754536212
CHE,GGEXP,TOT,PC_GDP,2011,32.898460558459895
CHE,GGEXP,TOT,PC_GDP,2012,33.226353017251
CHE,GGEXP,TOT,PC_GDP,2013,34.2277868616058
CHE,GGEXP,TOT,PC_GDP,2014,33.774590435767195
CHE,GGEXP,TOT,PC_GDP,2015,34.0089235049188
CHE,GGEXP,TOT,PC_GDP,2016,34.203441034387396
CHE,GGEXP,TOT,PC_GDP,2017,34.1524154883323
CHE,GGEXP,TOT,PC_GDP,2018,33.731014260685896
GBR,GGEXP,TOT,PC_GDP,2001,36.3467865577163
GBR,GGEXP,TOT,PC_GDP,2002,37.4870338593702
GBR,GGEXP,TOT,PC_GDP,2003,38.75237181842329
GBR,GGEXP,TOT,PC_GDP,2004,39.960594730208
GBR,GGEXP,TOT,PC_GDP,2005,41.21426023832
GBR,GGEXP,TOT,PC_GDP,2006,40.675886131004795
GBR,GGEXP,TOT,PC_GDP,2007,40.8702037203006
GBR,GGEXP,TOT,PC_GDP,2008,44.3285903602106
GBR,GGEXP,TOT,PC_GDP,2009,47.217076138418896
GBR,GGEXP,TOT,PC_GDP,2010,47.3755670514324
GBR,GGEXP,TOT,PC_GDP,2011,45.765473097704295
GBR,GGEXP,TOT,PC_GDP,2012,45.589641194612504
GBR,GGEXP,TOT,PC_GDP,2013,43.86168298347629
GBR,GGEXP,TOT,PC_GDP,2014,43.087191803923204
GBR,GGEXP,TOT,PC_GDP,2015,42.3091810927666
GBR,GGEXP,TOT,PC_GDP,2016,41.5180014422602
GBR,GGEXP,TOT,PC_GDP,2017,41.118915346916296
GBR,GGEXP,TOT,PC_GDP,2018,40.9366395809549
USA,GGEXP,TOT,PC_GDP,2001,35.6083848320261
USA,GGEXP,TOT,PC_GDP,2002,36.710134890601296
USA,GGEXP,TOT,PC_GDP,2003,37.2569143654273
USA,GGEXP,TOT,PC_GDP,2004,36.876470987978294
USA,GGEXP,TOT,PC_GDP,2005,36.9591467492728
USA,GGEXP,TOT,PC_GDP,2006,36.6691587145174
USA,GGEXP,TOT,PC_GDP,2007,37.425715444240396
USA,GGEXP,TOT,PC_GDP,2008,39.823361151429204
USA,GGEXP,TOT,PC_GDP,2009,43.2625304070917
USA,GGEXP,TOT,PC_GDP,2010,43.1672842383418
USA,GGEXP,TOT,PC_GDP,2011,42.048698215007
USA,GGEXP,TOT,PC_GDP,2012,40.2290460206629
USA,GGEXP,TOT,PC_GDP,2013,39.010023870334
USA,GGEXP,TOT,PC_GDP,2014,38.3500017173251
USA,GGEXP,TOT,PC_GDP,2015,37.9359396651153
USA,GGEXP,TOT,PC_GDP,2016,38.2588834856885
USA,GGEXP,TOT,PC_GDP,2017,37.9863415672512
USA,GGEXP,TOT,PC_GDP,2018,37.8300772693279
EST,GGEXP,TOT,PC_GDP,2001,34.9402751693619
EST,GGEXP,TOT,PC_GDP,2002,35.8525474651164
EST,GGEXP,TOT,PC_GDP,2003,35.023180951459196
EST,GGEXP,TOT,PC_GDP,2004,34.0744498907555
EST,GGEXP,TOT,PC_GDP,2005,33.7362684918989
EST,GGEXP,TOT,PC_GDP,2006,33.4478281908579
EST,GGEXP,TOT,PC_GDP,2007,33.7379519499632
EST,GGEXP,TOT,PC_GDP,2008,39.402494962447
EST,GGEXP,TOT,PC_GDP,2009,45.59447164603729
EST,GGEXP,TOT,PC_GDP,2010,39.9503353182935
